"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","웹사이트","운영시간","운영요일","휴무일","교통정보"
"2087","ko","마로니에공원","https://korean.visitseoul.net/nature/Темплстей-в-храме-Хвагеса-/KOP002071?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002071"," 서울 종로구 동숭동 1-119 ","03086 서울 종로구 대학로 104 (동숭동) ","02-2148-4158","http://tour.jongno.go.kr/tour/tour/indvdlz/view.do?nttId=34651&menuId=400176&menuNo=400176","","","","4호선 혜화역 2번 출구 도보 5분"
"35081","zh-TW","蘭芝川公園","https://tchinese.visitseoul.net/nature/蘭芝川公園/TCP035072?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP035072"," 首爾市麻浦區上岩洞1538 ","03900 首爾市麻浦區世界盃路365 ","","","24小時開放","","","6號線世界盃體育場站1號出口步行25分鐘"
"29848","zh-TW","津寬寺溪谷","https://tchinese.visitseoul.net/nature/津寬寺溪谷/TCP029800?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP029800","122-200 首爾市恩平區津寬洞354 ","03308 首爾市恩平區津寬街73 (津寬洞、津寬寺) ","","","","","","3、6號線延新內站2號出口 3號線舊把撥站2號出口"
"4065","zh-TW","吉洞生態公園","https://tchinese.visitseoul.net/nature/吉洞生態公園-TC/TCP004063?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP004063","134-060 首爾市江東區遁村洞 558-","134-060 首爾市江東區千戶大路1298 ","+82-2-472-2770","http://parks.seoul.go.kr/template/sub/gildong.do","週二-週日 09:00-16:00 (KST)","","營業時間 每週一休館","5號線千戶站 6號出口搭乘341、370公車 5號線江東站4號出口搭乘公車300、361、370、341於吉洞生態公園前下車 2號線蠶室站7號出口搭乘公車30-3(京畿都市行)於吉洞生態公園前下車"
"16418","zh-CN","?山公?夜景","https://chinese.visitseoul.net/nature/?山公?夜景/CNP016320?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP016320"," 2-10, mountain, Dongsung-dong, Jongno-gu, Seoul, Korea ","03085 41, Naksan-gil, Jongno-gu, Seoul, Korea (동숭동) ","+82-2-743-7985","http://parks.seoul.go.kr/template/sub/naksan.do","","","",""
"16409","en","Seokchon Lake at Night","https://english.visitseoul.net/nature/SeokchonLakeatNight/ENP016328?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP016328"," 47, Jamsil-dong, Songpa-gu, Seoul ","05608 136, Samhaksa-ro, Songpa-gu, Seoul ","+82-2-412-0190","","Daily","","","Subway Lines 2 & 8, Jamsil Station, Exits 2 & 11"
"16405","en","Bugaksan Mountain at Night","https://english.visitseoul.net/nature/BugaksanMountainatNight/ENP016324?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP016324","110-012 Buam-dong, Jongno-gu, Seoul ","03010 Buam-dong, Jongno-gu, Seoul ","","","* Mountain Foot Path: March - October 09:00 - 18:00 (Last entry at 16:00)  November - February 10:00 - 17:00 (Last entry at 15:00)","","Closed Mondays",""
"16324","ko","북악산 야경","https://korean.visitseoul.net/nature/북악산-야경/KOP016324?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP016324"," 서울 종로구 평창동 산 6-17 ","03010 서울 종로구 북악산로 267 (평창동, 북악팔각정) ","02-730-9924","","07:00 ~ 18:00 (16시까지 입산 / 3~4월, 9~10월) 07:00 ~ 19:00 (17시까지 입산 / 5~8월) 09:00 ~ 17:00 (15시까지 입산/ 11~2월)","매일","",""
"1581","zh-TW","塔谷公園","https://tchinese.visitseoul.net/nature/塔谷公園/TCP001577?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP001577","110-122 首爾市鍾路區鍾路二街 38-1","110-122 首爾市鍾路區鍾路99 ","+82-2-731-0534","http://parks.seoul.go.kr/parks/detailView.do?pIdx=60","09:00~18:00","週一~週日","","1號線鍾路3街1號出口步行10分鐘  1號線鐘閣3號出口步行10分鐘"
"12313","zh-TW","現代苑西公園","https://tchinese.visitseoul.net/nature/現代苑西公園/TCP012311?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP012311"," 首爾市鍾路區苑西洞181 "," 首爾市鍾路區昌德宮街19 ","+82-2-731-0120","","","","","3號線安國站3號出口400公尺"
"24127","en","Ujang Park","https://english.visitseoul.net/nature/Ujang-Park/ENP001562?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP001562","157-701 980-16, Hwagok-dong, Gangseo-gu, Seoul ","07658 302, Hwagok-ro, Gangseo-gu, Seoul ","+82-2-2600-4185","","","","Open year round","Subway Line 5, Hwagok Station, Exit 3"
"36974","en","Seosulla-gil","https://english.visitseoul.net/nature/Seosullagil/ENP036973?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP036973"," 45-4, Jongno 3(sam)-ga, Jongno-gu, Seoul ","03139 129, Jongno, Jongno-gu, Seoul  ","","","","","","Subway Line 1, Jongno 3-ga Station"
"36972","en","Salgoji-gil","https://english.visitseoul.net/nature/Salgojigil/ENP036971?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP036971"," 284-108, Seongsu-dong 2(i)-ga, Seongdong-gu, Seoul (Gwangnaru-gil)","04792 200, Gwangnaru-ro, Seongdong-gu, Seoul ","","","","","","Subway Line 2, Yongdap Station, Exit 2 (4 minutes by foot)"
"38811","zh-CN","?峰山八角亭","https://chinese.visitseoul.net/nature/?峰山八角亭/CNP038785?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP038785"," 首?市城??金湖洞4街1539 ","04743 首?城????堂路362（?峰山八角亭公?洗手?） ","+82-2-2286-6061","","00:00 ~ 24:00","每日","","京??中央??峰站1?出口步行895米"
"29861","en","Samcheonsa Valley","https://english.visitseoul.net/nature/Samcheonsa-Valley/ENP029802?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP029802","122-200 25-2, Jingwan-dong, Eunpyeong-gu, Seoul ","03308 127, Yeonseo-ro 54-gil, Eunpyeong-gu, Seoul ","","","","","","* Subway Lines 3 & 6, Yeonsinnae Station, Exit 2 * Subway Line 3, Gupabal Station, Exit 2"
"29851","zh-TW","三川寺溪谷","https://tchinese.visitseoul.net/nature/三川寺溪谷/TCP029802?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP029802","122-200 首爾市恩平區津寬洞山25-2 ","03308 首爾市恩平區延曙路54街127 (津寬洞)附近 ","","","","","","3、6號線延新內站2號出口  3號線舊把撥站2號出口"
"2149","zh-TW","奧林匹克公園","https://tchinese.visitseoul.net/nature/奧林匹克公園-올림픽공원/TCP002139?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002139","138-749 首爾市松坡區芳荑洞 ","05540 首爾市松坡區奧林匹克路424 ","+82-2-410-1114","https://www.ksponco.or.kr/olympicpark/","05:00~22:00：步行，自行車出入(廣場地區是24:00)  06:00~22:00：車輛出入 ※ ?顧及訪客和設施的使用安全，22時後公園禁止出入。","","","5號線(馬川方向)奧林匹克公園站3號出口 8號線夢村土城站1號出口   "
"2158","ko","매헌시민의 숲","https://korean.visitseoul.net/nature/양재시민의숲/KOP002156?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002156","137-130 서울 서초구 양재2동 236","06773 서울특별시 서초구 매헌로 99 (양재동) ","02-575-3895","http://parks.seoul.go.kr/citizen","00:00 ~ 24:00","매일","","신분당선 양재시민의숲역(매헌) 5번 출구에서 484m  "
"37535","en","Jiyangsan Mountain","https://english.visitseoul.net/nature/Jiyangsan-Mountain/ENP037532?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP037532"," Sinwol-dong, Yangcheon-gu, Seoul ","08037 Sinwol-dong, Yangcheon-gu, Seoul  ","","","","","",""
"29847","zh-TW","牛耳洞溪谷","https://tchinese.visitseoul.net/nature/牛耳洞溪谷/TCP029798?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP029798","142-871 首爾市江北區牛耳洞234-1 ","01000 首爾市江北區三陽路181街141-5 (牛耳洞) ","+82-2-997-8365(北漢山國立公園)","","","","","牛耳新設輕電鐵北漢山牛耳站1、2號出口"
"29843","zh-TW","碧綠樹木園","https://tchinese.visitseoul.net/nature/碧綠樹木園/TCP029796?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP029796","152-140 首爾市九老區航洞31 ","08361 首爾市九老區蓮洞路240 (航洞) ","+82-2-2686-3200","http://parks.seoul.go.kr/template/sub/pureun.do","05:00~22:00 (KST) ※若遇慶典活動時間可能有所變動","每天","","1號線驛谷站1號出口 1、7號線溫水站2、4號出口"
"43389","ja","ソチョ(瑞草)·花の庭","https://japanese.visitseoul.net/nature/SeochoFlowerGarden/JPPsgywus?utm_source=seoulopendata&utm_medium=nature&utm_content=JPPsgywus","  ","06799 ソウル市ソチョ(瑞草)?シヌォンドン(新院洞)325­2、ネゴク(?谷)中?校 ","","","","","","シンブンダン線「チョンゲサンイプク」?1番出口"
"2190","en","Boramae Park","https://english.visitseoul.net/nature/Boramae-Park/ENP002189?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002189","156-849 Sindaebang-dong, Dongjak-gu, Seoul ","07062 33, Yeouidaebang-ro 20-gil, Dongjak-gu, Seoul ","+82-2-2181-1114","http://parks.seoul.go.kr/template/sub/worldcuppark.do","","","","* Subway Line 2, Sindaebang Station, Exit 4 (10 mins on foot) * Subway Line 7, Boramae Station, Exit 2 (15 mins on foot)"
"27777","zh-TW","峨嵯山","https://tchinese.visitseoul.net/nature/峨嵯山-TC/TCP027689?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP027689","143-816 首爾市廣津區九宜洞3-19 ","04948 首爾市廣津區永華寺路135 ","+82-2-450-1395","","24小時","每日","","地鐵5號線峨嵯山站2號出口 地鐵5號線廣渡口站1號出口"
"27720","en","Achasan Mountain","https://english.visitseoul.net/nature/AchasanMountain/ENP027689?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP027689","143-816 3-19, Guui-dong, Gwangjin-gu, Seoul ","04948 135, Yeonghwasa-ro, Gwangjin-gu, Seoul ","+82-2-450-1395","","00:00 - 24:00","Daily","","Subway Line 5, Achasan Station, Exit 2 Subway Line 5, Gwangnaru Station, Exit 1"
"22376","zh-TW","甘露泉生態公園","https://tchinese.visitseoul.net/nature/甘露泉生態公園/TCP002263?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002263","153-815 首爾市衿川區禿山洞373 一帶 ","08556 首爾市衿川區禿山路54街188 (衿川區民文化體育中心) ","+82-2-2627-2395","http://parks.seoul.go.kr/parks/detailView.do?pIdx=39","","","","1號線衿川區廳站轉乘08社區巴士至文化體育中心前下車。"
"16472","zh-TW","仙遊島夜景","https://tchinese.visitseoul.net/nature/仙遊島夜景-TC/TCP016327?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP016327","150-040 首爾市永登浦區堂山洞1 ","150-040 首爾市永登浦區仙遊路343 ","+82-2-2631-9368","http://parks.seoul.go.kr/template/sub/seonyudo.do","◎ 公園 06:00 ~ 24:00 ◎ 展示館 夏季 09:00~18:00  冬季 09:00~17:00","","全年無休","9號線仙遊島站2號出口步行10分鐘"
"27690","ko","봉산 ","https://korean.visitseoul.net/nature/봉산/KOP027690?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP027690","122-807 서울 은평구 구산동 산 135-8 ","03424 서울 은평구 서오릉로23길 8-5 (수국사) ","02-351-6114","https://eptour.kr/v2/layout/contents_view.php?b_um=03&m_um=01&s_um=01&t_um=01","","","","6호선 구산역 3번 출구"
"38796","en","Eungbongsan Mountain Night View","https://english.visitseoul.net/nature/EungbongsanMountainNightView/ENP038786?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP038786"," 1539, Geumho-dong 4-ga, Seongdong-gu, Seoul ","04743 362, Doksodang-ro, Seongdong-gu, Seoul ","+82-2-2286-6061","","Daily 00:00 - 24:00","","","Gyeongui-Jungang Eungbong Station, Exit 1 (11 minutes by foot)"
"11237","ko","마포대교 바람의 길 & 서울색공원 ","https://korean.visitseoul.net/nature/마포대교-바람의-길-서울색공원-K/KOP011234?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP011234","150-010 서울 영등포구 여의도동 8 마포대교","07337 서울 영등포구 여의동로 330 (여의도동, 한강사업본부 여의도안내센터) ","02-3780-0561 (한강사업본부)","","","","","5호선 여의도 2번출구 미니스톱 방면으로 횡단 마포대교까지 약 200m 직진→우측에 위치(바람의길)  5호선 여의도 2번출구 미니스톱 방면으로 횡단 후 다음 횡단보도까지 직진→한강시민공원 농구장 방면으로 횡단하여 색 공원까지 약 200m 이동→전방에 위치(피아노 물길은 색 공원 내 위치)"
"2300","zh-TW","佛光川映日橋","https://tchinese.visitseoul.net/nature/佛光川映日橋/TCP002300?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002300","120-132 首爾西大門區北加佐2洞 映日橋","120-132 首爾市西大門區佛光川街146 ","+82-2-350-14119","http://www.sdm.go.kr","","","全年無休","6號線繒山站2號出口步行5分鐘"
"1625","ko","중랑천","https://korean.visitseoul.net/nature/중랑천/KOP001625?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001625"," 서울 중랑구 중화동 - 중랑천길"," 서울특별시 중랑구 중화동 중량천길 ","02-938-9520~1","http://jr1000ecocenter.nowon.kr/main.do","","","","7호선 중화 3번 출구 도보 10분 1호선 신이문 1번 출구 도보 10분 "
"24237","ja","文化備蓄基地","https://japanese.visitseoul.net/nature/oil-reservoir-culture-park-jp/JPP023543?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP023543","121-250 ソウル市麻浦?城山洞661 ","03914 ソウル市マポ(麻浦)?チュンサンロ87 (城山洞)","+82-2-376-8410","http://parks.seoul.go.kr/template/sub/culturetank.do","公園 年中無休常時開放 / タンク 10:00-18:00 ","公園 年中無休常時開放 / タンク 火曜日?日曜日 ","月曜日(タンクのみ) ","地下?6?線「ワ?ルドカップ·キョンギジャン」?2番、3番出口"
"16348","ja","ハヌル公園夜景","https://japanese.visitseoul.net/nature/haneul-park-at-night-jp/JPP016322?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP016322","121-832 ソウル市麻浦?上岩洞 482","03900 ソウル市マポ(麻浦)?ハヌルゴンウォンロ95 (上岩洞)","","","","","",""
"1981","ko","중랑천 제방","https://korean.visitseoul.net/nature/하이메디/KOP001981?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001981","01770 서울 중랑구 면목동 일대","01770 서울 중랑구 면목동 일대 ","02-938-9520","https://www.jrecocenter.or.kr/","","","","7호선 중화역 3번, 4번 출구 도보 10분 1호선 신이문역 3번 출구 도보 10분 1호선 외대앞약 2번 출구 도보 10"
"37304","zh-CN","京??林道","https://chinese.visitseoul.net/nature/京??森林路/CNP037160?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP037160"," 首?市麻浦?延南洞 "," 首?市麻浦?延南洞 ","","","","","","2??、京??中央?弘益大?站3?出口步行456米"
"29531","zh-CN","拜峰山近?公?","https://chinese.visitseoul.net/nature/拜峰山近?公?/CNP029459?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP029459"," 首??大??典?洞 山32-20 ","02509 首??大???川路43街22（典?洞） ","+82-2-2127-4398","","每天09:00~22:00","","",""
"32142","zh-TW","航洞鐵路","https://tchinese.visitseoul.net/nature/航洞鐵路/TCP032125?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP032125","152-901 首爾市九老區梧柳洞223-5 ","08358 首爾市九老區梧里路1189(梧柳洞) ","","","每日","","","7號線天王站3號出口步行約6分鐘"
"22599","ja","スラクサン(水落山)","https://japanese.visitseoul.net/nature/suraksan-mountain-jp/JPP003165?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003165","139-200 ソウル市蘆原?上桂洞 一?","139-200 ソウル市ノウォン(蘆原)?サンゲドン(上桂洞) 一?","+82-2-2116-3953","","","","","地下?4?線「タンゴゲ」?徒?15分 地下?7?線「スラクサン」?1番出口(スラクゴル)、3番出口(ノウォンゴル)"
"23187","ja","コドク(高?)水?生態公園","https://japanese.visitseoul.net/nature/godeok-waterfront-ecological-park-jp/JPP002130?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002130","134-080 ソウル市江東?高?洞 374-1 一?"," ソウル市カンドン(江東)?コドクドン(高?洞)一? ","+82-2-426-0755","http://hangang.seoul.go.kr/archives/352","","","","地下?5?線「サンイルトン」?1番出口"
"35077","en","Nanjicheon Park","https://english.visitseoul.net/nature/Nanjicheon-Park/ENP035072?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP035072"," 1538, Sangam-dong, Mapo-gu, Seoul ","03900 365, World Cup-ro, Mapo-gu, Seoul ","","","","","",""
"3635","zh-TW","南山公園","https://tchinese.visitseoul.net/nature/南山公園-남산공원/TCP003631?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP003631","140-190 首爾市中區藝場洞5-6 ","140-190 首爾市中區三一大路231 ","+82-2-3783-5900","http://parks.seoul.go.kr/namsan","瞭望臺 10:00~23:00 纜車 10:00~23:00 安重根義士記念館 3~10月 10:00~18:00 11~2月 10:00~17:00","","","3號線忠武站 步行10~15分鐘 4號線會賢站4號出口步行約20分鐘 1號線首爾站4號出口換乘0014、402、02號公車於南山圖書館下車"
"3633","ko","남산공원","https://korean.visitseoul.net/nature/남산공원/KOP003631?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003631","140-190 서울 중구 예장동 산5-85 남산제1별관 ","04628 서울특별시 중구 삼일대로 231 ","02-3783-5900","http://parks.seoul.go.kr/namsan","상시개방","","","4호선 명동 1번 출구 도보 10분  4호선 회현 4번 출구 도보 약 20여분  "
"11397","zh-TW","纛島漢江公園","https://tchinese.visitseoul.net/nature/纛島漢江公園/TCP011395?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP011395"," 首爾市廣津區紫陽洞 704-1 纛島漢江公園"," 首爾市廣津區江邊北路139 ","+82-2-3780-0521","","24小時","","","地鐵7號線纛島遊園地站2、3號出口 右側20m處音樂噴泉廣場附近"
"93","zh-TW","?溪川","https://tchinese.visitseoul.net/nature/?溪川-Cheonggyecheon/TCP000034?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP000034","110-110 首爾鍾路區瑞麟洞a 141","03187 首爾市鍾路區?溪川路 17 ","+82-2-2290-6114","https://www.sisul.or.kr/open_content/cheonggye/","","","","1號線 市廳站4號出口出來，步行5分鐘    2號線 乙支路入口站2號、3號出口出來，步行10分鐘    4號線 東大門站6號、8號出口出來，步行5分鐘    "
"23826","zh-CN","芦原宇宙?校","https://chinese.visitseoul.net/nature/芦原宇宙?校/CNP002275?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002275","139-863 首?市芦原?中溪洞507-1 ","01779 首?市芦原??一路205街13 ","+82-2-971-6232","https://www.nowoncosmos.or.kr/","一般?? 09:30~17:30 天文?夜??? 周五~日 19:30~21:00（夏季20:00~21:00）","","周一、春??假、中秋?假、???定假日","7?? 中溪站4?出口步行400米 7?? 下溪站6?出口400米"
"2209","zh-TW","波拉美公園","https://tchinese.visitseoul.net/nature/波拉美公園/TCP002189?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002189","156-849 首爾市銅雀區新大方洞 ","07062 首爾市銅雀區汝矣大方路20街33 ","+82-2-2181-1114","http://parks.seoul.go.kr/template/sub/boramae.do","24小時開放 ","","","7號線 波拉美站2號出口步行約15分鐘    2號線 新大方站4號出口步行約10分鐘 "
"29943","zh-CN","쒧院?江公?","https://chinese.visitseoul.net/nature/쒧院?江公?/CNP002909?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002909","137-030 首?市瑞草?쒧院洞121 ","06513 首?市瑞草?쒧院路221-124 (쒧院洞) ","+82-2-3780-0531","https://hangang.seoul.go.kr/archives/46678","","","","3?? 狎?亭站1?出口步行800公尺 3?? 新沙站5?出口1,000公尺"
"29925","zh-CN","白沙室溪谷","https://chinese.visitseoul.net/nature/白沙室溪谷1/CNP029797?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP029797","110-830 首?市?路?新?洞115 ","03019 首?市?路?洗?亭路6街98 ","+82-2148-2854","http://parks.seoul.go.kr/","","","","3?? 碌磻站2?出口"
"29924","zh-CN","碧??木?","https://chinese.visitseoul.net/nature/碧??木?/CNP029796?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP029796","152-140 首?市九老?航洞31 ","08361 首?市九老??洞路240 (航洞) ","+82-2-2686-3200","http://parks.seoul.go.kr/template/sub/pureun.do","05:00~22:00 (KST) ※若遇?典活???可能有所??","每天","","1?? ?谷站1?出口 1、7?? ?水站2、4?出口"
"23819","zh-CN","良才川&炭川","https://chinese.visitseoul.net/nature/良才川炭川1/CNP002429?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002429","135-090 首?市江南?大峙洞(良才川) 、首?市松坡?三田洞(炭川) ","  ","+82-2-2155-7153","http://www.seocho.go.kr/site/seocho/04/10405011000002015070703.jsp","","","","3?? 梅峰站3、4?出口步行5分? 3?? 道谷站3、4?出口步行5分?"
"23543","ko","문화비축기지","https://korean.visitseoul.net/nature/parksseoul/KOP023543?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP023543","121-250 서울 마포구 성산동 661 ","03914 서울 마포구 증산로 87 (성산동) ","02-376-8410","http://parks.seoul.go.kr/template/sub/culturetank.do","공원-연중무휴 상시개방 / 탱크-10:00~18:00","공원- 연중무휴 상시개방 / 탱크-화요일~일요일","월요일(탱크)","6호선 월드컵경기장역 2?3번 출구"
"24004","en","Nowon Cosmos School","https://english.visitseoul.net/nature/English-Science-Park/ENP002275?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002275","139-863 507-1, Junggye-dong, Nowon-gu, Seoul ","01779 13, Dongil-ro 205-gil, Nowon-gu, Seoul ","+82-2-971-6232","https://www.nowoncosmos.or.kr/","09:30 - 17:00  * Night Sky Observatory: Friday - Sunday 19:30 - 21:00 / Summer 20:00 - 21:30","","* Education and Science centers closed Mondays * Park open year round","* Subway Line 7, Junggye Station, Exit 4 (400 m on foot) * Subway Line 7, Hagye Station, Exit 6 (400 m on foot)"
"24003","en","Hongjecheon Stream","https://english.visitseoul.net/nature/Hongjecheon-Stream/ENP002287?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002287","120-090 Hongjae-dong, Jongno-gu, Seoul ","  ","+82-2-330-1792","http://www.sdm.go.kr/hongje","Musical Fountain (runs from April-October) * Apr, May, Sept, Oct: 09:00 - 9:00 * June, July, Aug: 08:00 - 20:00  Artificial Waterfall (runs from April - October) * Daily 12:00 - 18:00","","","* Subway Line 3, Hongje Station, Exits 1 & 4 (5 mins on foot) * Subway Line 6, Mapo-gu Office Station, Exits 2 & 3 (5 mins on foot)"
"27392","zh-CN","忘?山思索之路 ","https://chinese.visitseoul.net/nature/忘?山思索之路/CNP027296?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP027296","131-800 首?市中浪?忘?洞山57-1 ","  ","","","","","","京?中央? ?源站2?出口"
"29466","zh-TW","松林近?公園","https://tchinese.visitseoul.net/nature/松林近?公園/TCP029458?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP029458","142-892 首爾市江北區牛耳洞80 ","01007 首爾市江北區三陽路561 (牛耳洞) ","+82-2-901-6939","https://www.gangbuk.go.kr/tour/contents.do?key=352","","","","牛耳新設線4.19民主墓地站2號出口步行279米"
"37270","ja","キョンイソン·スプキル(京義線·森の道)","https://japanese.visitseoul.net/nature/キョンイソンスプキル/JPP037160?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP037160"," ソウル市マポ(麻浦)?ヨンナムドン(延南洞) "," ソウル市マポ(麻浦)?ヨンナムドン(延南洞) ","","","","","","地下?2?線/京義中央線「ホンデイック」?3番出口から456m"
"39771","ja","チュンタンジ(春塘池)","https://japanese.visitseoul.net/nature/チュンタンジ春塘池/JPP039629?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP039629"," ソウル市チョンノ(鍾路)?ワリョン(臥龍)洞 2-1 ","03072 ソウル市チョンノ(鍾路)?チャンギョングンロ185 (ワリョン(臥龍)洞、チャンドッグン(昌?宮)) ","+82-2-762-4868","http://cgg.cha.go.kr/agapp/public/html/HtmlPage.do?pg=/cgg/01/virtual_01.jsp&pageNo=79010000&siteCd=CGG","9:00­20:00 (チケット及び入場時間) 9:00-21:00 (??時間)","火曜日~日曜日","月曜日","地下?4?線「ヘファ」?4番出口から1175m "
"16423","zh-CN","南山首?塔夜景","https://chinese.visitseoul.net/nature/南山N首?塔夜景/CNP016321?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP016321"," 1-3, yongsan-dong  2(i)-ga mountain, Yongsan-gu, Seoul, Korea ","04340 105, Namsangongwon-gil, Yongsan-gu, Seoul, Korea (용산동2가, YTN서울타워) ","","https://www.nseoultower.co.kr:8501/eng/index.asp","瞭望台: 平日 12:00 - 22:00/周末、公休日 11:00 - 22:00 ※ ????可根据?候情??更。","","",""
"39381","zh-TW","龍馬山","https://tchinese.visitseoul.net/nature/龍馬山/TCP039305?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP039305"," 首爾市中浪區面牧洞山1-4 ","02257 首爾市中浪區龍馬山路250-12（龍馬蓄水池，龍馬山突山公園） ","+82-2-2094-2340","https://www.jungnang.go.kr/portal/main/contents.do?menuNo=200597","","매일","","7號線中谷站4號出口步行636米"
"32831","zh-TW","開花山","https://tchinese.visitseoul.net/nature/開花山-tc/TCP032823?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP032823","157-220 首爾市江西區傍花洞846  ","07601 首爾市江西區陽川路22 (傍花洞) ","","","","全年開放","","地鐵5號線開花山站2號出口"
"2044","zh-CN","洪陵??林（洪陵林）","https://chinese.visitseoul.net/nature/그라운드-케이-/CNP002029?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002029","130-712 首?市?大???凉里洞207 ","02455 首?市?大??回基路57 ","+82-2-961-2777","http://nifos.forest.go.kr/kfsweb/kfi/kfs/cms/cmsView.do?cmsId=FC_001635&mn=UKFR_02_05_02_01","周中(二~五) ?林解??目 10:30, 13:30, 15:30 (KST) 周末(六, 日) 自由?? 夏季(3月~10月) 09:00 - 18:00, 冬季(11月~2月) 09:00 - 17:00 (KST) 周末(六, 日) ?林解??目 10:30, 14:00 (KST)","周二三四五六日 （周六、日无需??，自由??）","每周一，5月1日，除了周日以外的所有法定公休日（若周六日是法定公休日休?）","6?? 高?大?站??科?技?院洪陵初等?校 "
"27691","ko","노을공원","https://korean.visitseoul.net/nature/노을공원/KOP027691?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP027691","121-832 서울 마포구 상암동 481-6 ","03900 서울 마포구 하늘공원로 84 (상암동, 한국지역난방공사) ","02-300-5501","http://parks.seoul.go.kr/template/sub/worldcuppark.do","05:00 - 22:00 월마다 유동적 (일출시~일몰시까지)","","","6호선 월드컵경기장역 1번 출구"
"37774","zh-TW","三光島","https://tchinese.visitseoul.net/nature/三光島-/TCP037771?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP037771","137-040 首爾市瑞草區盤浦洞 ","06500 首爾市瑞草區奧林匹克大路683（盤浦洞） ","+82-2-537-2440","http://www.ficonvention.com/","11:00至22:00","週一至週日","年終無休","地鐵3、7、9號線高速巴士客運站8-1號出口步行約650m"
"2909","ko","잠원 한강공원","https://korean.visitseoul.net/nature/잠원-한강공원/KOP002909?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002909","137-030 서울시 서초구 잠원동 121 한강공원잠원안내센터 ","06513 서울특별시 서초구 잠원로 221-124 (잠원동) 한강공원잠원안내센터 ","02-3780-0531","https://hangang.seoul.go.kr/archives/46678","","","","3호선 압구정 1번 출구 (800m)  3호선 신사 5번 출구 (1,000m)  "
